Rafaela Santos,132.579.864-91,bribeiro@da.br,2021-03-25 18:46:34,lt-10.costa.br,76.59.32.153,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.860.0 Safari/535.0","Aeroporto Maysa Fogaça, 682
Itapoa
82718-699 da Luz de Goiás / TO","Mastercard
Luana Monteiro
2233314561962804 07/30
CVV: 576
",12/27
Kamilly Barbosa,765.812.903-86,franciscocastro@silveira.com,2021-03-01 13:53:46,lt-68.rocha.org,214.205.59.106,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/27.0.892.0 Safari/531.1","Lago Teixeira
Suzana
96631-103 Ferreira / AM","VISA 16 digit
Paulo Viana
4080209149126312 02/28
CVC: 959
",12/22
Pietra da Conceição,209.754.631-52,qpires@rezende.org,2021-07-29 12:21:50,desktop-04.da.net,175.222.203.91,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/30.0.808.0 Mobile/83S791 Safari/532.1","Fazenda de Lopes, 533
Vila Novo São Lucas
95394-259 Correia das Pedras / BA","Maestro
Mariana da Conceição
630435075621 10/27
CVV: 966
",12/21
Maria Fernanda Vieira,236.807.514-35,piressabrina@bol.com.br,2021-06-28 05:01:38,desktop-00.vieira.org,76.6.55.130,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/52.0.882.0 Mobile/20T444 Safari/534.0","Conjunto Matheus da Rosa, 81
Dona Clara
24083-850 Gonçalves / AL","JCB 15 digit
Ian Ferreira
213184150127046 11/29
CVC: 053
",12/30
Davi Lucas Duarte,951.402.378-14,odias@goncalves.com,2021-04-02 01:14:29,db-28.vieira.br,58.14.117.3,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/28.0.833.0 Safari/531.1","Via Ana Vitória da Mata, 90
Flavio De Oliveira
62887260 Teixeira de Goiás / CE","VISA 13 digit
Clarice Peixoto
4182994923029 07/26
CVC: 503
",12/22
Sr. Yuri Castro,097.182.546-76,ana89@pereira.com,2021-05-06 16:13:21,srv-07.melo.com,200.204.19.138,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/18.0.831.0 Mobile/31Y147 Safari/531.1","Esplanada Pedro Ferreira, 64
Vila Dos Anjos
03005744 Vieira / GO","Mastercard
João Vitor Caldeira
2705835499567298 12/30
CVV: 745
",12/24
Luiz Henrique Pinto,164.572.089-67,mcorreia@gmail.com,2021-03-14 19:54:02,lt-25.costa.com,1.209.245.101,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/23.0.884.0 Mobile/59O927 Safari/533.2","Alameda Silva, 37
Jardim São José
88621257 Souza / PR","American Express
Bernardo Carvalho
343514795646773 12/27
CID: 7321
",12/25
Murilo da Conceição,630.971.852-59,aragaoanthony@moreira.org,2021-03-21 03:21:42,email-00.sales.org,96.75.148.128,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/49.0.843.0 Safari/533.2","Ladeira Melo, 5
Estoril
31285-402 Costa do Norte / PI","VISA 19 digit
Rebeca Azevedo
4920576379579554079 10/28
CVC: 503
",12/23
Julia da Conceição,715.894.036-57,caldeiraeduarda@uol.com.br,2021-08-14 09:15:31,laptop-33.araujo.com,135.246.132.55,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/43.0.890.0 Mobile/07I389 Safari/536.2","Quadra da Conceição
Goiania
80004-068 Cardoso dos Dourados / AM","American Express
Rafael Cardoso
343923705040417 07/28
CID: 0872
",12/23
Dra. Agatha Duarte,432.597.108-41,xmendes@gmail.com,2021-05-05 10:43:20,email-86.alves.org,13.55.231.137,"Mozilla/5.0 (Windows CE) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/59.0.835.0 Safari/532.0","Praça Lorena Novaes
Vila São Gabriel Jacui
70748873 Sales Grande / RJ","VISA 16 digit
Kaique Farias
4237327534661248 06/23
CVC: 183
",12/28
João Lucas Duarte,573.024.689-74,teixeiramarcos-vinicius@moraes.br,2021-08-08 00:10:17,laptop-70.costa.com,208.194.169.234,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/15.0.824.0 Safari/531.0","Largo de Viana
Independência
40758-345 Melo de Almeida / PE","JCB 16 digit
Gustavo Henrique Novaes
3528894121148939 05/25
CVC: 628
",12/28
Valentina das Neves,812.693.574-09,ana-carolina08@ig.com.br,2021-08-17 05:24:35,desktop-11.goncalves.com,72.178.138.161,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.823.0 Safari/531.0","Aeroporto Ribeiro, 725
Barreiro
23622841 Sales / RN","Mastercard
Leandro Caldeira
5113407986720894 08/28
CVV: 046
",12/24
